Smart Stats - Buttler's 107* tops batting performances list allrounder Narine the MVP so far
Smart Stats - Gill Shami lead ESPNcricinfo's Impact Ratings for IPL
Smart Stats - Deepti Sharma bags impact honours in WPL 2024
ODIs in overdrive Tests in fast forward: the key stats of 2023
Smart Stats: Du Plessis edges out Gill as MVP Siraj ahead of Shami among bowlers
Smart Stats MVPs - Old is gold as Rahane du Plessis Chawla lead the way
Smart stats - Phillips and Suryakumar soar Babar struggles
CPL 2022 - Mayers and Cornwall take top spots in Smart Stats list
Luck Index - How giving four lives to Mendis cost Bangladesh the game
Smart stats - Mohsin and Patidar make it an IPL to remember for uncapped players
IPL 2022: Buttler Livingstone Mohsin in Hardik-led ESPNcricinfo's Team of the Tournament
Smart Stats: Russell goes high Williamson goes low 
Luck Index - KKR give de Kock three costly lives
Luck Index - The Kane Williamson error that proved costly
Smart Stats - A tale of two KL Rahul hundreds
Smart Stats - Buttler Chahal rule first half of IPL 2022
Luck Index - Why you shouldn't give Dinesh Karthik a second chance
Smart Stats: Shadab the MVP of PSL 2022 Shaheen the most impactful bowler
T20 World Cup: Wanindu Hasaranga takes the Smart Stats honours
Glenn Maxwell and Avesh Khan take Smart Stats honours
